"Dataset S27. Molecular rates, environmental predictors, and life-history traits of species based on mitochondrial genes used in this study.",,,,,,,,,,,,,,,,,,,,,,,,
GenBank,ThermoMode,Group,Class,Order,Family,Species,Clade,dN (substitution/site/year),dS (substitution/site/year),dNdS,Clade.Age (Ma),Tip.Age (Ma),Mid Latitude (°),Mean Annual Temperature (℃),Habitat,BodyMass (g),Longevity (year),MaturityAge (year),Fecundity (Individual/year),Migration,Ref.BodyMass,Ref.Fecundity,Ref.MaturityAge,Ref.Longevity
KP893074.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Muraenidae,Enchelynassa_canina,Fishes_Node2608,2.35E-10,1.02E-08,0.02,85.74,23.29,10.73,28.08,Marine,22343.8,25.2,7.8,613824.8,NA,FishBase,,,
AP002976.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax_kidako,Fishes_Node2608,3.34E-10,1.19E-08,0.03,85.74,25.23,18.24,21.68,Marine,2456.2,30.0,4.1,81332.9,NA,FishBase,,,https://animal-world.com/encyclo/marine/eels/commonmoray.php
MW035594.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Muraenidae,Strophidon_sathete,Fishes_Node2608,2.71E-10,1.23E-08,0.02,85.74,22.11,10.39,27.02,Marine&Freshwater,24133.8,40.0,4.0,10000.0,NA,FishBase,https://kidadl.com/facts/animals/slender-giant-moray-facts,https://coppershop.ru/en/interesting/murena-interesnye-fakty-rodstvennicy-ugrei-mureny.html,https://kidadl.com/facts/animals/slender-giant-moray-facts
NC_013610.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Muraenidae,Rhinomuraena_quaesita,Fishes_Node2608,4.71E-10,1.37E-08,0.03,85.74,18.25,10.46,28.22,Marine,3894.3,20.0,5.1,164803.7,NA,FishBase,,,https://lifeoffish.com/ribbon-eel-care-must-know-care-facts-behavior-breeding/
MF448350.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax_minor,Fishes_Node2608,1.62E-10,1.10E-08,0.01,85.74,18.25,14.25,26.86,Marine,238.0,27.8,2.9,28692.8,NA,FishBase,,,
NC_013606.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Colocongridae,Coloconger_cadenati,Fishes_Node2620,1.48E-10,3.28E-09,0.05,44.19,44.19,6.01,15.47,Marine,4519.1,26.9,4.0,78673.9,NA,FishBase,,,
NC_013611.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Derichthyidae,Derichthys_serpentinus,Fishes_Node2620,2.89E-10,5.64E-09,0.05,44.19,38.31,29.11,4.00,Marine,81.5,28.4,2.4,15404.3,NA,FishBase,,,
NC_013608.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Derichthyidae,Nessorhamphus_ingolfianus,Fishes_Node2620,1.36E-10,3.74E-09,0.04,44.19,38.31,33.72,4.00,Marine,281.7,27.6,3.1,34812.6,NA,FishBase,,,
NC_013632.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Congridae,Ariosoma_shiroanago,Fishes_Node2623,4.71E-10,1.03E-08,0.05,75.85,70.44,32.85,19.41,Marine,91.1,28.4,2.4,15404.3,NA,FishBase,,,
AB038381.2,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Congridae,Conger_myriaster,Fishes_Node2623,1.78E-10,6.67E-09,0.03,75.85,6.74,31.22,7.94,Marine,1753.0,8.0,2.0,2870000.0,NA,FishBase,Accounting for the fish condition in assessing the reproductivity of a marine eel to achieve fishery sustainability,Accounting for the fish condition in assessing the reproductivity of a marine eel to achieve fishery sustainability,FishBase
KR131863.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Congridae,Conger_japonicus,Fishes_Node2623,2.92E-10,4.49E-09,0.07,75.85,6.74,28.35,23.31,Marine,12600.0,7.0,5.4,191287.2,NA,FishBase,,,Growth patterns and sex ratios of Conger japonicus and C. erebennus in Tokyo Bay
NC_013630.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Congridae,Paraconger_notialis,Fishes_Node2623,2.05E-10,8.06E-09,0.03,75.85,27.71,7.05,26.79,Marine,829.2,27.3,3.5,50229.5,NA,FishBase,,,
NC_013629.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Congridae,Heteroconger_hassi,Fishes_Node2623,1.64E-10,9.04E-09,0.02,75.85,27.71,10.70,28.21,Marine,81.5,40.0,2.0,15404.3,NA,FishBase,,,https://www.saltwateraquariumblog.com/garden-eel-care/
NC_013621.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Nettastomatidae,Facciolella_oxyrhyncha,Fishes_Node2623,2.33E-10,1.05E-08,0.02,75.85,27.30,35.23,9.43,Marine,223.8,27.5,3.3,40765.5,NA,FishBase,,,
NC_013625.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Nettastomatidae,Nettastoma_parviceps,Fishes_Node2623,2.21E-10,1.14E-08,0.02,75.85,22.10,20.17,4.00,Marine,449.3,27.1,3.8,65243.1,NA,FishBase,,,
NC_013623.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Nettastomatidae,Hoplunnis_punctata,Fishes_Node2623,1.64E-10,1.05E-08,0.02,75.85,22.10,7.73,26.60,Marine,140.4,27.8,3.0,29761.3,NA,FishBase,,,
NC_013617.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Muraenesocidae,Cynoponticus_ferox,Fishes_Node2630,1.57E-10,4.15E-09,0.04,72.30,49.30,6.90,26.58,Marine,7287.7,25.5,6.8,391897.1,NA,FishBase,,,
NC_013614.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Muraenesocidae,Muraenesox_bagio,Fishes_Node2630,3.85E-10,9.65E-09,0.04,72.30,12.29,13.87,27.07,Marine,24952.9,25.5,6.8,28430.0,NA,FishBase,FishBase,,
MT571331.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Muraenesocidae,Muraenesox_cinereus,Fishes_Node2630,3.22E-10,9.58E-09,0.03,72.30,12.29,14.65,17.36,Marine&Freshwater,43914.1,15.0,7.2,71057.0,NA,FishBase,Reproduction ecology of fishes in Jiaozhou Bay waters,,FishBase
KY081397.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Ophichthidae,Ophichthus_rotundus,Fishes_Node2630,2.40E-10,8.38E-09,0.03,72.30,21.79,35.17,15.58,Marine,453.4,27.1,3.7,60995.1,NA,FishBase,,,
MK189459.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Ophichthidae,Ophichthus_brevicaudatus,Fishes_Node2630,2.91E-10,8.99E-09,0.03,72.30,21.79,24.00,22.42,Marine,86.7,28.1,2.6,19521.0,NA,FishBase,,,
KY021065.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Ophichthidae,Xyrias_revulsus,Fishes_Node2630,2.44E-10,5.48E-09,0.04,72.30,30.47,14.03,26.71,Marine,722.0,26.8,4.1,84036.2,NA,FishBase,,,
KY081398.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Ophichthidae,Brachysomophis_crocodilinus,Fishes_Node2630,2.94E-10,6.11E-09,0.05,72.30,20.56,11.65,27.84,Marine,1519.8,26.4,4.9,140302.4,NA,FishBase,,,
AP002978.1,Ectotherms,Fishes,Actinopterygii,Anguilliformes,Ophichthidae,Ophisurus_macrorhynchos,Fishes_Node2630,1.23E-10,5.85E-09,0.02,72.30,20.56,32.42,14.37,Marine,466.5,26.1,5.4,191287.2,NA,FishBase,,,
NC_015082.1,Ectotherms,Fishes,Actinopterygii,Hiodontiformes,Hiodontidae,Hiodon_tergisus,Fishes_Node2638,1.76E-10,1.71E-08,0.01,127.43,5.48,42.06,10.24,Freshwater,1276.9,10.0,3.5,5000.0,NA,FishBase,FishBase,FishBase,FishBase
AP004356.2,Ectotherms,Fishes,Actinopterygii,Hiodontiformes,Hiodontidae,Hiodon_alosoides,Fishes_Node2638,1.41E-10,1.52E-08,0.01,127.43,5.48,51.25,2.70,Freshwater,1532.6,14.0,5.0,5761.0,NA,FishBase,FishBase,FishBase,FishBase
NC_015081.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Osteoglossidae,Heterotis_niloticus,Fishes_Node2638,1.97E-10,9.21E-09,0.02,127.43,53.29,10.87,28.09,Freshwater,5421.3,16.0,2.0,2313.0,NA,FishBase,FishBase,FishBase,https://www.worldlifeexpectancy.com/fish-life-expectancy-nile-perch
EF523611.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Osteoglossidae,Arapaima_gigas,Fishes_Node2638,2.25E-10,1.03E-08,0.02,127.43,53.29,6.30,25.21,Freshwater,871260.3,20.0,4.5,47000.0,NA,FishBase,FishBase,FishBase,https://nationalzoo.si.edu/animals/arapaima
AB043025.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Osteoglossidae,Osteoglossum_bicirrhosum,Fishes_Node2638,1.69E-10,4.87E-09,0.03,127.43,54.88,3.92,25.61,Freshwater,5827.4,20.0,3.0,360.0,NA,FishBase,"Variations in reproductive strategy of the silver Arowana, Osteoglossum bicirrhosum Cuvier, 1829 from four sub-basins of the Peruvian Amazon",https://www.amazonasmagazine.com/2013/08/23/farming-arowanas-where-coca-once-grew/,https://www.aquariadise.com/silver-arowana/
DQ023143.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages_formosus,Fishes_Node2638,1.27E-10,4.29E-09,0.03,127.43,49.65,4.42,25.67,Freshwater,4749.9,60.0,2.8,2690.2,NA,FishBase,,FishBase,https://dwazoo.com/animal/asian-arowana/
KF481952.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages_jardinii,Fishes_Node2638,3.01E-10,5.18E-09,0.06,127.43,49.65,13.63,26.56,Freshwater,8519.2,50.0,4.0,161.0,NA,FishBase,"STUDI POPULASI IKAN KALOSO (Scleropages jardinii) DI RAWA POMO KECAMATAN CITAK MITAK, KABUPATEN MERAUKE, PAPUA",FishBase,https://www.fishlaboratory.com/fish/jardini-arowana/
AB043068.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Pantodontidae,Pantodon_buchholzi,Fishes_Node2638,1.87E-10,8.42E-09,0.02,127.43,100.65,2.44,24.02,Freshwater,20.9,10.0,1.8,220.0,NA,FishBase,FishBase,,http://www.aquascapinglab.com/en/2017/10/31/pantodon-buchholzi-african-butterfly-fish-facts-info/
AP008927.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Notopteridae,Xenomystus_nigri,Fishes_Node2638,2.56E-10,1.07E-08,0.02,127.43,37.46,2.94,23.98,Freshwater,217.1,11.4,2.0,200.0,NA,FishBase,FishBase,,FishBase
AP008926.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Notopteridae,Papyrocranus_congoensis,Fishes_Node2638,2.18E-10,9.57E-09,0.02,127.43,37.46,2.39,24.23,Freshwater,54.7,12.0,1.9,653.8,NA,FishBase,,,Aquariumwiki.com
AP008924.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Notopteridae,Notopterus_notopterus,Fishes_Node2638,1.16E-10,7.59E-09,0.02,127.43,19.73,20.49,24.54,Freshwater,1980.5,15.0,2.5,5526.0,NA,FishBase,"Reproductive Biology of Featherback Fish (Notopterus Notopterus Pallas, 1769) From the Sail River, Pekanbaru Regency, Riau Province","Reproduction and development of the asian bronze featherback Notopterus notopterus (Pallas, 1769) (Osteoglossiformes, Notopteridae) in captivity",https://animal-world.com/encyclo/fresh/Knifefish/FeatherfinKnifefish.php
AP008921.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Notopteridae,Chitala_blanci,Fishes_Node2638,2.49E-10,5.31E-09,0.05,127.43,14.55,14.82,25.98,Freshwater,8380.8,13.0,2.5,18569.0,NA,FishBase,"REPRODUCTIVE BIOLOGY OF FEATHER BACK, CHITAL (Notopterus chitala, Ham.) CULTURED IN A POND OF BANGLADESH",,https://tropical-fish-keeping.com/royal-knifefish-chitala-blanci.html
AP008922.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Notopteridae,Chitala_lopis,Fishes_Node2638,3.10E-10,5.11E-09,0.06,127.43,13.08,6.80,25.84,Freshwater,12351.8,10.0,3.0,11972.0,NA,FishBase,"Kajian bioekologi dalam rangka menentukan arah pengelolaan ikan belida (Chitala lopis Bleeker 1851) di Sungai Kampar, Provinsi Riau",https://kidadl.com/facts/animals/chitala-facts,https://kidadl.com/facts/animals/chitala-facts
AP008923.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Notopteridae,Chitala_ornata,Fishes_Node2638,1.76E-10,6.56E-09,0.03,127.43,13.08,15.33,26.25,Freshwater,7260.0,10.0,2.0,2379.0,NA,FishBase,"Reproductive Biology of Invasive Knifefish (Chitala ornata) in Laguna de Bay, Philippines and its Implication for Control and Management","Sexual dimorphism of invasive knifefish (Chitala ornata) in Laguna de bay, Philippines",https://www.fishlaboratory.com/fish/clown-knife-fish/
AP008930.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Gymnarchidae,Gymnarchus_niloticus,Fishes_Node2638,2.01E-10,9.27E-09,0.02,127.43,68.51,10.22,27.21,Freshwater,16229.8,14.0,1.0,925.0,NA,FishBase,"Some aspects of the reproductive biology of Gymnarchus niloticus Cuvier, 1829 (Knifefish) in Lekki Lagoon, Nigeria","Reproductive aspects of Oreochromis niloticus (Perciformes: Cichlidae) at Coatetelco lake, Morelos, Mexico",Aquariumwiki.com
NC_015098.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Mormyridae,Petrocephalus_microphthalmus,Fishes_Node2638,2.95E-10,5.20E-09,0.06,127.43,30.48,2.64,23.63,Freshwater,1.7,11.2,1.5,162.3,NA,FishBase,,,
NC_015092.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Mormyridae,Petrocephalus_soudanensis,Fishes_Node2638,1.01E-10,5.27E-09,0.02,127.43,30.48,9.64,27.13,Freshwater,13.3,12.5,1.7,283.0,NA,FishBase,Reproductive strategies and developmental aspects in mormyrid and gymnotiform fishes,,
NC_015089.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Mormyridae,Myomyrus_macrops,Fishes_Node2638,1.72E-10,6.30E-09,0.03,127.43,29.36,2.36,23.40,Freshwater,177.7,14.2,2.0,762.0,NA,FishBase,,,
NC_015107.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Mormyridae,Paramormyrops_gabonensis,Fishes_Node2638,2.13E-10,8.11E-09,0.03,127.43,13.49,1.36,22.94,Freshwater,37.6,13.3,1.8,500.1,NA,FishBase,,,
AP008929.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Mormyridae,Brienomyrus_niger,Fishes_Node2638,2.04E-10,9.46E-09,0.02,127.43,13.49,11.22,27.30,Freshwater,27.3,13.1,1.8,460.8,NA,FishBase,,,
NC_015090.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Mormyridae,Marcusenius_senegalensis,Fishes_Node2638,1.33E-10,8.46E-09,0.02,127.43,10.94,9.16,26.61,Freshwater,288.6,14.8,2.1,12642.0,NA,FishBase,"Aspects of life-history strategy of Marcusenius
senegalensis (Pisces: Osteoglossiformes:
Mormyridae; Steindachner, 1870) from Niger
River in Northern Benin",,
NC_022960.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Mormyridae,Campylomormyrus_rhynchophorus,Fishes_Node2638,3.46E-10,7.22E-09,0.05,127.43,5.33,4.28,23.17,Freshwater,68.4,13.9,1.9,671.9,NA,FishBase,,,
AP008928.2,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Mormyridae,Gnathonemus_petersii,Fishes_Node2638,2.17E-10,1.02E-08,0.02,127.43,5.33,4.03,23.52,Freshwater,331.5,20.0,2.1,5725.0,NA,FishBase,"Some aspects of the reproductive biology of the elephant-nose fish _ Gnathonemus petersii Gunther, 1862 (Osteichthytes: Mormyridae) In Ovia River, Nigeria.",,https://www.fishkeepingfolks.com/gnathonemus-petersii-elephantnose-fish/
NC_015105.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Mormyridae,Cyphomyrus_discorhynchus,Fishes_Node2638,2.82E-10,9.87E-09,0.03,127.43,6.59,13.42,21.60,Freshwater,321.6,14.7,2.1,941.8,NA,FishBase,,,
NC_015086.1,Ectotherms,Fishes,Actinopterygii,Osteoglossiformes,Mormyridae,Genyomyrus_donnyi,Fishes_Node2638,1.25E-10,9.48E-09,0.01,127.43,6.59,2.74,23.73,Freshwater,606.3,15.5,2.2,1359.4,NA,FishBase,,,
NC_004597.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Platytroctidae,Platytroctes_apus,Fishes_Node2664,8.47E-11,2.59E-09,0.03,37.83,31.42,23.57,4.00,Marine,73.5,7.6,1.4,3092.4,NA,FishBase,,,
NC_011010.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Platytroctidae,Sagamichthys_abei,Fishes_Node2664,3.46E-10,3.10E-09,0.11,37.83,19.72,46.16,4.00,Marine,322.8,10.1,1.9,10462.7,NA,FishBase,,,
NC_011007.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Platytroctidae,Maulisia_mauli,Fishes_Node2664,1.64E-10,2.58E-09,0.06,37.83,11.41,41.83,4.00,Marine,44.6,8.0,1.4,3822.2,NA,FishBase,,,
NC_011009.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Platytroctidae,Normichthys_operosus,Fishes_Node2664,2.47E-10,3.60E-09,0.07,37.83,11.41,51.79,4.00,Marine,55.4,7.3,1.3,2564.5,NA,FishBase,,,
NC_011006.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Leptochilichthyidae,Leptochilichthys_agassizii,Fishes_Node2664,1.59E-10,4.68E-09,0.03,37.83,32.59,30.99,4.00,Marine,335.1,9.8,1.8,9107.3,NA,FishBase,,,
NC_013579.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Bathytroctes_michaelsarsi,Fishes_Node2664,2.12E-10,4.94E-09,0.04,37.83,10.74,26.49,4.00,Marine,349.1,10.7,2.0,13169.1,NA,FishBase,,,
NC_011008.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Narcetes_erimelas,Fishes_Node2664,1.26E-10,4.98E-09,0.03,37.83,8.71,10.47,4.00,Marine,162.2,9.5,1.7,8124.7,NA,FishBase,,,
NC_013575.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Bathytroctes_macrolepis,Fishes_Node2664,2.19E-10,6.22E-09,0.04,37.83,8.71,26.60,4.00,Marine,697.6,11.1,2.0,15404.3,NA,FishBase,,,
NC_013562.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Talismania_bifurcata,Fishes_Node2664,2.05E-10,7.33E-09,0.03,37.83,27.57,27.33,4.00,Marine,136.7,9.3,1.7,7357.8,NA,FishBase,,,
NC_013577.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Bajacalifornia_megalops,Fishes_Node2664,3.10E-10,6.28E-09,0.05,37.83,23.94,24.75,4.00,Marine,447.6,11.1,2.0,15404.3,NA,FishBase,,,
NC_011015.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Bathyprion_danae,Fishes_Node2664,4.86E-10,6.43E-09,0.08,37.83,23.94,31.74,4.00,Marine,380.1,10.8,2.0,13894.6,NA,FishBase,,,
NC_013555.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Herwigia_kreffti,Fishes_Node2664,1.43E-10,5.00E-09,0.03,37.83,17.37,14.67,4.00,Marine,447.6,11.1,2.0,15404.3,NA,FishBase,,,
NC_013560.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Narcetes_stomias,Fishes_Node2664,2.53E-10,6.11E-09,0.04,37.83,17.37,23.22,4.00,Marine,1424.5,13.2,2.5,31957.2,NA,FishBase,,,
NC_013574.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Bathytroctes_breviceps,Fishes_Node2664,2.00E-10,6.09E-09,0.03,37.83,17.69,9.94,4.00,Marine,318.9,9.7,1.8,8812.4,NA,FishBase,,,
NC_011017.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Bathytroctes_microlepis,Fishes_Node2664,1.61E-10,7.91E-09,0.02,37.83,17.69,19.51,4.00,Marine,226.3,10.0,1.8,10021.2,NA,FishBase,,,
NC_013581.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Conocara_macropterum,Fishes_Node2664,1.52E-10,6.07E-09,0.03,37.83,12.16,26.62,4.00,Marine,266.5,10.3,1.9,1653.0,NA,FishBase,Reproduction in the North Atlantic oceanic ichthyofauna and the relationship between fecundity and species' sizes,,
NC_015100.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Leptoderma_macrophthalmum,Fishes_Node2664,2.57E-10,7.24E-09,0.04,37.83,4.98,33.64,4.00,Marine,20.0,7.0,1.2,2172.1,NA,FishBase,,,
NC_013557.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Leptoderma_lubricum,Fishes_Node2664,2.92E-10,9.23E-09,0.03,37.83,3.37,30.03,4.00,Marine,57.3,8.2,1.5,4216.2,NA,FishBase,,,
NC_013559.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Leptoderma_retropinna,Fishes_Node2664,3.83E-10,1.32E-08,0.03,37.83,3.37,27.03,4.00,Marine,57.3,8.2,1.5,4216.2,NA,FishBase,,,
NC_011012.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Alepocephalus_bicolor,Fishes_Node2664,1.17E-10,4.83E-09,0.02,37.83,19.51,18.35,4.00,Marine,160.5,9.5,1.7,8068.6,NA,FishBase,,,
NC_013583.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Conocara_murrayi,Fishes_Node2664,4.61E-10,6.47E-09,0.07,37.83,18.95,38.78,4.00,Marine,266.5,10.3,1.9,1600.0,NA,FishBase,Reproduction in the North Atlantic oceanic ichthyofauna and the relationship between fecundity and species' sizes,,
NC_013567.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Alepocephalus_bairdii,Fishes_Node2664,1.04E-10,3.96E-09,0.03,37.83,7.04,54.65,4.00,Marine,7723.3,38.0,3.3,4096.0,NA,FishBase,Reproduction in the North Atlantic oceanic ichthyofauna and the relationship between fecundity and species' sizes,,FishBase
NC_004590.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Alepocephalus_tenebrosus,Fishes_Node2664,2.60E-10,4.64E-09,0.06,37.83,5.58,29.95,4.00,Marine,1720.0,13.6,2.5,35989.1,NA,FishBase,,,
NC_013570.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Alepocephalus_productus,Fishes_Node2664,2.71E-10,4.67E-09,0.06,37.83,2.85,25.48,4.00,Marine,484.3,11.2,2.1,1863.0,NA,FishBase,Reproduction in the North Atlantic oceanic ichthyofauna and the relationship between fecundity and species' sizes,,
NC_013566.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Alepocephalus_australis,Fishes_Node2664,1.40E-10,7.04E-09,0.02,37.83,1.08,34.43,4.00,Marine,4316.2,14.4,2.7,46109.6,NA,FishBase,,,
NC_013572.1,Ectotherms,Fishes,Actinopterygii,Alepocephaliformes,Alepocephalidae,Alepocephalus_umbriceps,Fishes_Node2664,1.91E-10,1.17E-08,0.02,37.83,1.08,33.16,4.00,Marine,1906.5,13.8,2.6,38401.2,NA,FishBase,,,
AP006229.1,Ectotherms,Fishes,Actinopterygii,Clupeiformes,Chirocentridae,Chirocentrus_dorab,Fishes_Node2692,2.67E-10,1.09E-08,0.02,76.42,76.42,10.07,28.29,Marine,3535.5,20.2,4.0,391631.0,NA,FishBase,,,
AP006230.1,Ectotherms,Fishes,Actinopterygii,Clupeiformes,Clupeidae,Jenkinsia_lamprotaenia,Fishes_Node2692,1.84E-10,1.15E-08,0.02,76.42,40.45,19.40,27.33,Marine,4.9,2.4,0.2,800.0,NA,FishBase,The Reproductive Biology of Baitfish Species in Bermuda,FishBase,
NC_009589.1,Ectotherms,Fishes,Actinopterygii,Clupeiformes,Clupeidae,Spratelloides_gracilis,Fishes_Node2692,1.82E-10,1.67E-08,0.01,76.42,28.48,11.43,27.99,Marine,7.2,3.1,0.2,1471.0,NA,FishBase,FishBase,FishBase,
NC_009588.1,Ectotherms,Fishes,Actinopterygii,Clupeiformes,Clupeidae,Spratelloides_delicatulus,Fishes_Node2692,2.73E-10,1.35E-08,0.02,76.42,28.48,11.64,27.96,Marine,1.3,2.3,0.2,898.0,NA,FishBase,FishBase,FishBase,
NC_015109.1,Ectotherms,Fishes,Actinopterygii,Clupeiformes,Clupeidae,Clupeonella_cultriventris,Fishes_Node2696,2.18E-10,1.06E-08,0.02,38.66,33.36,43.83,13.78,Marine&Freshwater,28.6,5.0,2.0,5220.0,NA,FishBase,FishBase,FishBase,FishBase
NC_009592.1,Ectotherms,Fishes,Actinopterygii,Clupeiformes,Clupeidae,Sardina_pilchardus,Fishes_Node2696,5.50E-10,1.65E-08,0.03,38.66,18.12,47.29,13.17,Marine&Freshwater,178.4,15.0,1.7,32023.0,NA,FishBase,FishBase,FishBase,FishBase
AB032554.1,Ectotherms,Fishes,Actinopterygii,Clupeiformes,Clupeidae,Sardinops_sagax,Fishes_Node2696,1.63E-10,9.61E-09,0.02,38.66,18.12,29.95,19.52,Marine,841.7,25.0,1.0,20000.0,NA,FishBase,FishBase,FishBase,FishBase
NC_014266.1,Ectotherms,Fishes,Actinopterygii,Clupeiformes,Clupeidae,Brevoortia_tyrannus,Fishes_Node2696,7.84E-11,1.18E-08,0.01,38.66,8.93,39.28,15.83,Marine,2411.5,11.4,1.0,38000.0,NA,FishBase,FishBase,FishBase,
HQ331537.1,Ectotherms,Fishes,Actinopterygii,Clupeiformes,Clupeidae,Alosa_sapidissima,Fishes_Node2696,6.47E-10,4.90E-09,0.13,38.66,3.04,44.17,8.68,Marine&Freshwater,2389.1,13.0,3.3,239923.0,NA,FishBase,Relationships between genetic variability and life_history features of bony fishes,FishBase,FishBase
NC_009575.1,Ectotherms,Fishes,Actinopterygii,Clupeiformes,Clupeidae,Alosa_alosa,Fishes_Node2696,1.60E-10,5.20E-09,0.03,38.66,3.04,49.51,12.36,Marine&Freshwater,1779.6,10.0,3.0,150000.0,NA,FishBase,FishBase,FishBase,FishBase
MG570462.1,Ectotherms,Fishes,Actinopterygii,Clupeiformes,Clupeidae,Alosa_mediocris,Fishes_Node2696,1.24E-10,1.62E-08,0.01,38.66,2.05,37.55,16.03,Marine&Freshwater,2397.6,13.3,2.6,847300.0,NA,FishBase,"Age, growth, and fecundity of Hickory Shad (Alosa mediocris) in Virginia coastal rivers.",,
MG570439.1,Ectotherms,Fishes,Actinopterygii,Clupeiformes,Clupeidae,Alosa_pseudoharengus,Fishes_Node2696,1.70E-10,1.13E-08,0.02,38.66,2.05,44.53,8.50,Marine&Freshwater,500.6,9.0,2.3,32432.0,NA,FishBase,FishBase,FishBase,FishBase
NC_016695.1,Ectotherms,Fishes,Actinopterygii,Clupeiformes,Clupeidae,Microthrissa_congica,Fishes_Node2696,1.43E-10,1.38E-08,0.01,38.66,5.97,3.83,23.77,Freshwater,3.4,2.3,0.4,1566.2,NA,FishBase,,,
